Date,MaxC,MinC,MeanC,Rain
08/08/1986,32.5,16,24.25,0
09/08/1986,30.5,15.5,23,0
10/08/1986,29,14.5,21.75,0
11/08/1986,29,13,21,0
12/08/1986,27,9.5,18.25,0
13/08/1986,29,10,19.5,0
14/08/1986,30,14,22,0
15/08/1986,31,13,22,0
16/08/1986,28,14,21,0
17/08/1986,29,10,19.5,0
18/08/1986,31,12,21.5,0
19/08/1986,32,10,21,0
20/08/1986,29,14.5,21.75,0
21/08/1986,28,14.5,21.25,0
22/08/1986,28.5,12.5,20.5,0
23/08/1986,31,14.5,22.75,0
24/08/1986,33,13,23,0
25/08/1986,35,16,25.5,0
26/08/1986,33.5,18,25.75,0
27/08/1986,34.5,18.5,26.5,0
28/08/1986,34.5,17,25.75,0
29/08/1986,34,17,25.5,0
30/08/1986,33.5,19.5,26.5,0
31/08/1986,34,15,24.5,0
01/09/1986,33,19.5,26.25,0
02/09/1986,30,19.5,24.75,0
03/09/1986,30,13.5,21.75,0
04/09/1986,28,15,21.5,0
05/09/1986,28,12.5,20.25,0
06/09/1986,32,11.5,21.75,0
07/09/1986,34,18,26,0
08/09/1986,35.5,19,27.25,0
09/09/1986,34,20,27,0
10/09/1986,33,18,25.5,0
11/09/1986,33,16,24.5,0
12/09/1986,33,19,26,0
13/09/1986,35,18,26.5,0
14/09/1986,36,20,28,0
15/09/1986,35.5,16,25.75,0
16/09/1986,36.5,16.5,26.5,0
17/09/1986,33,16.5,24.75,0
18/09/1986,31.5,19,25.25,0
19/09/1986,34,16.5,25.25,0
20/09/1986,32,18,25,0
21/09/1986,34,15,24.5,0
22/09/1986,35,17,26,0
23/09/1986,36,20,28,0
24/09/1986,38,22,30,0
25/09/1986,39,22,30.5,0
26/09/1986,35.5,25,30.25,0
27/09/1986,29.5,23,26.25,0
28/09/1986,28.5,21,24.75,0
29/09/1986,30,17.5,23.75,0
30/09/1986,30,17.5,23.75,0
01/10/1986,32.5,19,25.75,0
02/10/1986,33.5,19,26.25,0
03/10/1986,32,21.5,26.75,0
04/10/1986,30.5,20,25.25,0
05/10/1986,35.5,18,26.75,0
06/10/1986,38,19.5,28.75,0
07/10/1986,40.5,23.5,32,0
08/10/1986,38,26,32,10
09/10/1986,31.5,20,25.75,0
10/10/1986,32,21,26.5,6
11/10/1986,30,18,24,0
12/10/1986,35,20,27.5,0
13/10/1986,39,22,30.5,0
14/10/1986,38,24,31,0
15/10/1986,38,26,32,0
16/10/1986,36,25,30.5,2
17/10/1986,31,22,26.5,0
18/10/1986,30,21,25.5,0
19/10/1986,35,24,29.5,0
20/10/1986,38,24,31,0
21/10/1986,37.5,22,29.75,0
22/10/1986,32,21.5,26.75,44
23/10/1986,32,18,25,0
24/10/1986,29.5,23,26.25,0
25/10/1986,34.5,20.5,27.5,0
26/10/1986,33.5,23.5,28.5,0
27/10/1986,36.5,22,29.25,0
28/10/1986,37,24,30.5,0
29/10/1986,34.5,24,29.25,0
30/10/1986,34.5,20.5,27.5,0
31/10/1986,32,25,28.5,0
01/11/1986,32,21.5,26.75,0
02/11/1986,34.5,22.5,28.5,0
03/11/1986,36.5,23,29.75,0
04/11/1986,35.5,19,27.25,0
05/11/1986,35.5,21.5,28.5,0
06/11/1986,34,24,29,0
07/11/1986,35.5,21.5,28.5,0
08/11/1986,38,22.5,30.25,0
09/11/1986,39,22,30.5,1
10/11/1986,27.5,22,24.75,0.5
11/11/1986,29,22,25.5,0
12/11/1986,33,21.5,27.25,0
13/11/1986,33,21,27,0
14/11/1986,35,20,27.5,0
15/11/1986,38.5,22,30.25,0
16/11/1986,36,23,29.5,0
17/11/1986,35,19.5,27.25,0
18/11/1986,35.5,20,27.75,0
19/11/1986,36.5,25,30.75,0
20/11/1986,36.5,24.5,30.5,0
21/11/1986,35.5,24.5,30,0
22/11/1986,37,25,31,0
23/11/1986,38,24.5,31.25,0
24/11/1986,37,25.5,31.25,0
25/11/1986,36.5,26,31.25,0
26/11/1986,37.5,23,30.25,0
27/11/1986,37.5,22,29.75,0
28/11/1986,36.5,22.5,29.5,0
29/11/1986,32.5,20,26.25,0
30/11/1986,33.5,22.5,28,0
01/12/1986,32.5,23,27.75,0
02/12/1986,35.5,22,28.75,0
03/12/1986,35.5,23,29.25,0
04/12/1986,37,22,29.5,0
05/12/1986,34,24.5,29.25,48
06/12/1986,31.5,21.5,26.5,10
07/12/1986,29.5,21.5,25.5,36
08/12/1986,27,20.5,23.75,15.5
09/12/1986,28.5,21.5,25,20
10/12/1986,25.5,20,22.75,63
11/12/1986,22.5,19,20.75,21
12/12/1986,27,19,23,6
13/12/1986,30.5,17.5,24,0
14/12/1986,31,20.5,25.75,0
15/12/1986,31,21,26,0
16/12/1986,32.5,19,25.75,0
17/12/1986,35,20,27.5,0
18/12/1986,33.5,19,26.25,0
19/12/1986,32.5,21,26.75,0
20/12/1986,31.5,22.5,27,0
21/12/1986,31.5,22.5,27,0
22/12/1986,34.5,18.5,26.5,0
23/12/1986,36.5,22,29.25,0
24/12/1986,36.5,22.5,29.5,0
25/12/1986,36,22.5,29.25,0
26/12/1986,36.5,23,29.75,0
27/12/1986,38,23.5,30.75,0
28/12/1986,33.5,25,29.25,0
29/12/1986,36,22.5,29.25,0.5
30/12/1986,29,23.5,26.25,11.5
31/12/1986,39,20.5,29.75,0
01/01/1987,32.5,23,27.75,0
02/01/1987,34.5,21.5,28,0
03/01/1987,32,23,27.5,0
04/01/1987,32,23,27.5,12
05/01/1987,33,22,27.5,0
06/01/1987,36,22,29,0
07/01/1987,37,22.5,29.75,0
08/01/1987,33,25,29,0
09/01/1987,35.5,23,29.25,0
10/01/1987,35,19.5,27.25,0
11/01/1987,35,23,29,0
12/01/1987,36,22.5,29.25,0
13/01/1987,37,24.5,30.75,0
14/01/1987,34,22.5,28.25,0
15/01/1987,33,24,28.5,0
16/01/1987,35,22.5,28.75,0
17/01/1987,28,24,26,14
18/01/1987,26,21,23.5,42
19/01/1987,29,21,25,8.5
20/01/1987,26.5,22,24.25,27.5
21/01/1987,31,19.5,25.25,0
22/01/1987,33,22,27.5,16
23/01/1987,27,21,24,1
24/01/1987,28,21,24.5,74.5
25/01/1987,29,22,25.5,19
26/01/1987,30,22,26,3.5
27/01/1987,29.5,21,25.25,3.5
28/01/1987,31,22,26.5,0
29/01/1987,31,21.5,26.25,0
30/01/1987,32.5,22,27.25,0
31/01/1987,34.5,22,28.25,0
01/02/1987,33.5,22,27.75,0
02/02/1987,35,22.5,28.75,0
03/02/1987,34,22,28,0
04/02/1987,36.5,24,30.25,0
05/02/1987,38,22.5,30.25,0
06/02/1987,35,24,29.5,0
07/02/1987,37,24,30.5,0
08/02/1987,33,21,27,0
09/02/1987,36,23,29.5,0
10/02/1987,35.5,24,29.75,0
11/02/1987,30.5,23.5,27,14.5
12/02/1987,33.5,22,27.75,0
13/02/1987,35.5,24,29.75,0
14/02/1987,36,25,30.5,0
15/02/1987,35,26,30.5,0
16/02/1987,35,24,29.5,0
17/02/1987,35.5,25.5,30.5,0
18/02/1987,37.5,23.5,30.5,0
19/02/1987,35,24.5,29.75,0
20/02/1987,35,26,30.5,0
21/02/1987,37,25,31,0
22/02/1987,35,23,29,0
23/02/1987,34,25,29.5,0
24/02/1987,36,23,29.5,0
25/02/1987,36,22.5,29.25,0
26/02/1987,34,22,28,0.1
27/02/1987,32.5,23,27.75,0
28/02/1987,35,21.5,28.25,0
01/03/1987,35.5,24.5,30,0
02/03/1987,35,22,28.5,0
03/03/1987,36,25.5,30.75,0
04/03/1987,36.5,23.5,30,1
05/03/1987,35.5,22.5,29,0
06/03/1987,36,23.5,29.75,0
07/03/1987,37.5,23,30.25,0
08/03/1987,38,21.5,29.75,0
09/03/1987,35,25.5,30.25,0
10/03/1987,37.5,20,28.75,0
11/03/1987,36.5,24.5,30.5,0
12/03/1987,35.5,25,30.25,0
13/03/1987,35,22,28.5,0
14/03/1987,35.5,23,29.25,0
15/03/1987,37,23.5,30.25,0
16/03/1987,37.5,23.5,30.5,0
17/03/1987,36.5,23,29.75,0
18/03/1987,35.5,21.5,28.5,0
19/03/1987,36,23,29.5,0
20/03/1987,38.5,24.5,31.5,0
21/03/1987,36.5,26,31.25,0
22/03/1987,35.5,25.5,30.5,0
23/03/1987,37,23,30,0
24/03/1987,37,25,31,1
25/03/1987,34,25,29.5,0
26/03/1987,33,24,28.5,2
27/03/1987,31,22.5,26.75,0
28/03/1987,33.5,23,28.25,0
29/03/1987,34.5,21,27.75,0
30/03/1987,36.5,24,30.25,0
31/03/1987,35.5,23,29.25,0
01/04/1987,36.5,24,30.25,0
02/04/1987,37.5,23.5,30.5,0
03/04/1987,36.5,22.5,29.5,0
04/04/1987,36.5,23,29.75,0
05/04/1987,36.5,23,29.75,0
06/04/1987,35,20.5,27.75,0
07/04/1987,38,22,30,0
08/04/1987,34,22,28,0
09/04/1987,35,19,27,0
10/04/1987,35.5,24.5,30,0
11/04/1987,32,23,27.5,0
12/04/1987,34,24,29,0
13/04/1987,33.5,20,26.75,0
14/04/1987,35.5,19.5,27.5,0
15/04/1987,35.5,23.5,29.5,0
16/04/1987,39,23,31,0
17/04/1987,35,25.5,30.25,0
18/04/1987,31.5,23,27.25,0
19/04/1987,31,20.5,25.75,0
20/04/1987,31,18,24.5,0
21/04/1987,33,19,26,0
22/04/1987,24,18.5,21.25,0
23/04/1987,35.5,20,27.75,0
24/04/1987,36.5,21.5,29,0
25/04/1987,33.5,24.5,29,0
26/04/1987,32.5,20.5,26.5,0
27/04/1987,32.5,20.5,26.5,0
28/04/1987,33,20.5,26.75,0
29/04/1987,33,22.5,27.75,0
30/04/1987,32,19,25.5,0
01/05/1987,31.5,18,24.75,0
02/05/1987,30.5,17.5,24,0
03/05/1987,30.5,19,24.75,0
04/05/1987,31,17.5,24.25,0
05/05/1987,34,20,27,0
06/05/1987,36.5,22,29.25,0
07/05/1987,35.5,22,28.75,0
08/05/1987,33.5,21.5,27.5,0
09/05/1987,33.5,21,27.25,0
10/05/1987,32,18,25,0
11/05/1987,33,17,25,0
12/05/1987,34.5,21,27.75,0
13/05/1987,36.5,21,28.75,0
14/05/1987,37.5,18.5,28,0
15/05/1987,36.5,19,27.75,0
16/05/1987,34.5,17.5,26,0
17/05/1987,36,20,28,0
18/05/1987,35.5,18.5,27,0
19/05/1987,34.5,19.5,27,0
20/05/1987,34,18,26,0
21/05/1987,31.5,17.5,24.5,0
22/05/1987,30,17.5,23.75,0
23/05/1987,28.5,17,22.75,0
24/05/1987,28,14.5,21.25,0
25/05/1987,28,13.5,20.75,0
26/05/1987,30,13.5,21.75,0
27/05/1987,30.5,17.5,24,0
28/05/1987,28,18.5,23.25,0
29/05/1987,25.5,17,21.25,0
30/05/1987,28.5,16.5,22.5,0
31/05/1987,25,18,21.5,0
01/06/1987,30,19.5,24.75,0
02/06/1987,32.5,16.5,24.5,0
03/06/1987,33.5,15,24.25,0
04/06/1987,33,15,24,0
05/06/1987,33,16,24.5,0
06/06/1987,33.5,18,25.75,0
07/06/1987,27.5,15,21.25,0
08/06/1987,27,15,21,0
09/06/1987,27,14,20.5,0
10/06/1987,28,15,21.5,0
11/06/1987,29,16,22.5,0
12/06/1987,26.5,15,20.75,0
13/06/1987,26,14.5,20.25,0
14/06/1987,26,13,19.5,0
15/06/1987,26.5,14,20.25,0
16/06/1987,28.5,15.5,22,0
17/06/1987,30,15,22.5,0
18/06/1987,31,15,23,0
19/06/1987,26,12.5,19.25,0
20/06/1987,24,11.5,17.75,0
21/06/1987,22.5,13,17.75,0
22/06/1987,22,13.5,17.75,0
23/06/1987,24.5,14,19.25,0
24/06/1987,25.5,12.5,19,0
25/06/1987,27,12,19.5,0
26/06/1987,30,13,21.5,0
27/06/1987,27,9.5,18.25,0
28/06/1987,26.5,9.5,18,0
29/06/1987,26.5,10.5,18.5,0
30/06/1987,26.5,13.5,20,0
01/07/1987,25.5,12,18.75,0
02/07/1987,28,12.5,20.25,0
03/07/1987,30,14,22,0
04/07/1987,30.5,15,22.75,0
05/07/1987,29,13.5,21.25,0
06/07/1987,27.5,12,19.75,0
07/07/1987,26.5,12,19.25,0
08/07/1987,25.5,13.5,19.5,0
09/07/1987,25,12,18.5,0
10/07/1987,25.5,13,19.25,0
11/07/1987,27.5,10.5,19,0
12/07/1987,27.5,10.5,19,0
13/07/1987,27.5,10.5,19,0
14/07/1987,28.5,13,20.75,0
15/07/1987,27.5,13.5,20.5,0
16/07/1987,25.5,14,19.75,0
17/07/1987,25,9,17,0
18/07/1987,26.5,10.5,18.5,0
19/07/1987,28.5,9.5,19,0
20/07/1987,30.5,13.5,22,0
21/07/1987,30,15,22.5,0
22/07/1987,27.5,14,20.75,0
23/07/1987,25.5,12,18.75,0
24/07/1987,26.5,12.5,19.5,0
25/07/1987,27.5,12.5,20,0
26/07/1987,29.5,14,21.75,0
27/07/1987,31.5,16,23.75,0
28/07/1987,32,16,24,0
29/07/1987,32.5,16,24.25,0
30/07/1987,30,18,24,0
31/07/1987,27.5,12,19.75,0
01/08/1987,28,16,22,0
02/08/1987,26.5,16.5,21.5,0
03/08/1987,28,16,22,0
04/08/1987,30.5,17.5,24,0
05/08/1987,33,16,24.5,0
06/08/1987,28,19,23.5,0
07/08/1987,25.5,16,20.75,0
08/08/1987,25,15.5,20.25,0
09/08/1987,26,14,20,0
10/08/1987,29,14.5,21.75,0
11/08/1987,32,16.5,24.25,0
12/08/1987,32.5,16,24.25,0
13/08/1987,28.5,16.5,22.5,0
14/08/1987,28,15.5,21.75,0
15/08/1987,31,17,24,0
16/08/1987,32.5,20,26.25,0
17/08/1987,31.5,17.5,24.5,0
18/08/1987,32.5,17,24.75,0
19/08/1987,32,16.5,24.25,0
20/08/1987,29,16,22.5,0
21/08/1987,27,15.5,21.25,0
22/08/1987,30,15,22.5,0
23/08/1987,33,16,24.5,0
24/08/1987,29,17.5,23.25,0
25/08/1987,35,18,26.5,0
26/08/1987,32.5,20.5,26.5,0
27/08/1987,32,22,27,0
28/08/1987,33,21,27,0
29/08/1987,32.5,17.5,25,0
30/08/1987,31.5,18,24.75,0
31/08/1987,34.5,20,27.25,0
01/09/1987,35,19.5,27.25,0
02/09/1987,33.5,16.5,25,0
03/09/1987,33,20,26.5,0
04/09/1987,35.5,18.5,27,0
05/09/1987,35,19.5,27.25,0
06/09/1987,30,23,26.5,0
07/09/1987,28.5,21,24.75,0
08/09/1987,31,19,25,0
09/09/1987,29.5,18.5,24,0
10/09/1987,34.5,20.5,27.5,0
11/09/1987,31,22.5,26.75,0
12/09/1987,32,19,25.5,0
13/09/1987,30.5,17.5,24,0
14/09/1987,35,19.5,27.25,0
15/09/1987,36,20,28,0
16/09/1987,36,23,29.5,0
17/09/1987,33.5,25.5,29.5,0
18/09/1987,31.5,21,26.25,0
19/09/1987,28.5,18.5,23.5,0
20/09/1987,33.5,19.5,26.5,0
21/09/1987,27,19.5,23.25,0
22/09/1987,37,23.5,30.25,0
23/09/1987,35.5,20.5,28,0
24/09/1987,37,20.5,28.75,0
25/09/1987,36.5,26.5,31.5,0
26/09/1987,38,22,30,0
27/09/1987,37.5,26.5,32,0
28/09/1987,34.5,22,28.25,0
29/09/1987,34.5,22,28.25,0
30/09/1987,38.5,22.5,30.5,0
01/10/1987,38,20.5,29.25,0
02/10/1987,38,24,31,0
03/10/1987,26.5,24,25.25,0
04/10/1987,29,20,24.5,0
05/10/1987,29.5,17.5,23.5,0
06/10/1987,32.5,15.5,24,0
07/10/1987,35,19,27,0
08/10/1987,35,21,28,0
09/10/1987,36,19,27.5,0
10/10/1987,36.5,19.5,28,0
11/10/1987,37,26.5,31.75,0
12/10/1987,38,25,31.5,0
13/10/1987,38.5,29,33.75,0
14/10/1987,35,26,30.5,0
15/10/1987,38.5,22,30.25,0
16/10/1987,33.5,21,27.25,0
17/10/1987,30.5,22.5,26.5,0
18/10/1987,38,17,27.5,0
19/10/1987,36,13,24.5,0
20/10/1987,34,22.5,28.25,0
21/10/1987,33,21.5,27.25,0
22/10/1987,34,21.5,27.75,0
23/10/1987,35.5,22,28.75,0
24/10/1987,36.5,16,26.25,0
25/10/1987,38,25.5,31.75,0
26/10/1987,39.5,20.5,30,0
27/10/1987,38.5,26.5,32.5,0
28/10/1987,38,27,32.5,0
29/10/1987,39.5,27.5,33.5,0
30/10/1987,36,27,31.5,0
31/10/1987,35.5,22,28.75,0
01/11/1987,37.5,26,31.75,0
02/11/1987,38,27,32.5,0
03/11/1987,40,25.5,32.75,0
04/11/1987,40.5,25,32.75,0
05/11/1987,41,30.5,35.75,0
06/11/1987,41.5,27,34.25,0
07/11/1987,37,27,32,0.1
08/11/1987,34,23,28.5,0
09/11/1987,36,23,29.5,0
10/11/1987,38.5,22,30.25,0
11/11/1987,36,26,31,0
12/11/1987,34,24,29,0
13/11/1987,34,29,31.5,0
14/11/1987,36.5,23,29.75,0
15/11/1987,39,25.5,32.25,0
16/11/1987,40,27.5,33.75,0
17/11/1987,38,26.5,32.25,0
18/11/1987,40,27,33.5,0
19/11/1987,40.5,28.5,34.5,0
20/11/1987,42,27,34.5,0
21/11/1987,42,21,31.5,0
22/11/1987,38.5,29,33.75,0
23/11/1987,37.5,26.5,32,0
24/11/1987,38.5,28.5,33.5,0
25/11/1987,40,26.5,33.25,0
26/11/1987,41,29.5,35.25,0
27/11/1987,37,25.5,31.25,2.5
28/11/1987,31,23.5,27.25,0
29/11/1987,33,22.5,27.75,0
30/11/1987,35.5,25.5,30.5,0
01/12/1987,36.5,19.5,28,7.5
02/12/1987,28.5,23,25.75,2
03/12/1987,35,21.5,28.25,5.5
04/12/1987,36.5,22.5,29.5,7.5
05/12/1987,33,23.5,28.25,23.5
06/12/1987,28.5,21.5,25,9
07/12/1987,34,21.5,27.75,16
08/12/1987,25,21,23,2
09/12/1987,31.5,23,27.25,0
10/12/1987,34.5,23,28.75,20
11/12/1987,28.5,22,25.25,23
12/12/1987,27,23,25,9.5
13/12/1987,30,24,27,0
14/12/1987,30,22.5,26.25,0
15/12/1987,32,24,28,0
16/12/1987,32.5,22.5,27.5,0
17/12/1987,34,23,28.5,9
18/12/1987,32,23,27.5,0
19/12/1987,35.5,23,29.25,3.5
20/12/1987,34.5,24.5,29.5,0
21/12/1987,35.5,23.5,29.5,0
22/12/1987,35.5,21.5,28.5,0
23/12/1987,36,23,29.5,0
24/12/1987,32,24.5,28.25,0
25/12/1987,36,26,31,0
26/12/1987,35.5,23.5,29.5,0
27/12/1987,36.5,25.5,31,6.5
28/12/1987,33,23,28,0.5
29/12/1987,33.5,22,27.75,17
30/12/1987,30,22,26,0.5
31/12/1987,31,23.5,27.25,0
01/01/1988,32,23,27.5,0
02/01/1988,33,21,27,0
03/01/1988,33,21.5,27.25,0
04/01/1988,36,22,29,0
05/01/1988,35.5,24.5,30,0
06/01/1988,37,23.5,30.25,0
07/01/1988,37.5,24.5,31,0
08/01/1988,33,22.5,27.75,0
09/01/1988,36,23.5,29.75,32.5
10/01/1988,32,22,27,0
11/01/1988,31.5,23,27.25,0
12/01/1988,33.5,23.5,28.5,7.5
13/01/1988,33,23.5,28.25,0
14/01/1988,34.5,22.5,28.5,0
15/01/1988,36,23,29.5,0
16/01/1988,36.5,23,29.75,0
17/01/1988,33.5,23.5,28.5,0.1
18/01/1988,35,22.5,28.75,0
19/01/1988,33.5,24.5,29,0
20/01/1988,30.5,23.5,27,7
21/01/1988,33.5,23.5,28.5,0
22/01/1988,35.5,22.5,29,15.5
23/01/1988,34.5,21.5,28,0
24/01/1988,29,23.5,26.25,17
25/01/1988,34.5,21,27.75,2.5
26/01/1988,27.5,23,25.25,25.5
27/01/1988,28,21.5,24.75,46
28/01/1988,28.5,21.5,25,0
29/01/1988,32,22.5,27.25,6.5
30/01/1988,33.5,21,27.25,0
31/01/1988,35.5,22,28.75,1
01/02/1988,31,22,26.5,0
02/02/1988,30,23.5,26.75,0
03/02/1988,30.5,22.5,26.5,0
04/02/1988,32,21,26.5,0
05/02/1988,31.5,21,26.25,0
06/02/1988,33,21.5,27.25,0
07/02/1988,34.5,22.5,28.5,7.5
08/02/1988,32,22.5,27.25,0
09/02/1988,32,21.5,26.75,0
10/02/1988,32,22,27,0
11/02/1988,30,23,26.5,0.5
12/02/1988,28.5,22.5,25.5,1
13/02/1988,27.5,23,25.25,12
14/02/1988,28,22,25,3.5
15/02/1988,27.5,21,24.25,17
16/02/1988,30,22.5,26.25,8
17/02/1988,27.5,21.5,24.5,0
18/02/1988,30.5,21.5,26,0
19/02/1988,32,22,27,0
20/02/1988,33,22,27.5,0
21/02/1988,32.5,22,27.25,5
22/02/1988,32.5,21,26.75,0
23/02/1988,32.5,22.5,27.5,0
24/02/1988,32.5,22.5,27.5,5
25/02/1988,30,22,26,2.5
26/02/1988,30,22,26,5.5
27/02/1988,31,22,26.5,0
28/02/1988,32,21.5,26.75,0
29/02/1988,33,23,28,0
01/03/1988,33.5,24,28.75,0
02/03/1988,34,24,29,0
03/03/1988,35,23.5,29.25,0
04/03/1988,29.5,23,26.25,55
05/03/1988,27,20.5,23.75,16.5
06/03/1988,28.5,21,24.75,8.5
07/03/1988,32,21.5,26.75,0.5
08/03/1988,31.5,24,27.75,0
09/03/1988,31.5,22,26.75,0
10/03/1988,32.5,23,27.75,0
11/03/1988,32,22,27,0
12/03/1988,26.5,23,24.75,29.5
13/03/1988,33.5,21,27.25,0
14/03/1988,34,22.5,28.25,0
15/03/1988,32.5,21.5,27,0
16/03/1988,31.5,23,27.25,0
17/03/1988,31.5,23,27.25,3
18/03/1988,30.5,21.5,26,27
19/03/1988,31.5,22,26.75,0
20/03/1988,32,22,27,0
21/03/1988,30.5,22.5,26.5,9.5
22/03/1988,31,21,26,0
23/03/1988,31.5,22,26.75,0
24/03/1988,30.5,20,25.25,0
25/03/1988,32.5,20.5,26.5,0
26/03/1988,31.5,23,27.25,0
27/03/1988,32,21.5,26.75,0
28/03/1988,31,20.5,25.75,0
29/03/1988,31,19.5,25.25,0
30/03/1988,31.5,20,25.75,0
31/03/1988,32.5,22,27.25,0
01/04/1988,33,21.5,27.25,0
02/04/1988,32,21.5,26.75,0
03/04/1988,33.5,23,28.25,0
04/04/1988,33.5,23.5,28.5,0
05/04/1988,32,22.5,27.25,0
06/04/1988,33,21,27,0
07/04/1988,34.5,22.5,28.5,0
08/04/1988,35,23.5,29.25,0
09/04/1988,35.5,24,29.75,2.5
10/04/1988,37,23,30,0
11/04/1988,32.5,22,27.25,0
12/04/1988,32.5,23.5,28,0
13/04/1988,29.5,22.5,26,0
14/04/1988,30,18,24,0
15/04/1988,29.5,19,24.25,0
16/04/1988,30.5,17,23.75,0
17/04/1988,30.5,20.5,25.5,0
18/04/1988,31.5,18.5,25,0
19/04/1988,34,19,26.5,0
20/04/1988,36,23,29.5,0
21/04/1988,35.5,23.5,29.5,0
22/04/1988,33.5,23,28.25,0
23/04/1988,33,23,28,0
24/04/1988,31,20,25.5,0
25/04/1988,32.5,20,26.25,0
26/04/1988,35,21,28,0
27/04/1988,35,23,29,0
28/04/1988,31.5,24,27.75,0
29/04/1988,28,22,25,0
30/04/1988,28,23.5,25.75,0
01/05/1988,28,18,23,0
02/05/1988,28,16.5,22.25,0
03/05/1988,28.5,17,22.75,0
04/05/1988,27.5,15,21.25,0
05/05/1988,28.5,16.5,22.5,0
06/05/1988,29,18.5,23.75,0
07/05/1988,29.5,17.5,23.5,0
08/05/1988,26,19,22.5,0
09/05/1988,29.5,17.5,23.5,0
10/05/1988,30,18.5,24.25,0
11/05/1988,29.5,15,22.25,0
12/05/1988,28.5,15.5,22,0
13/05/1988,27.5,16.5,22,0
14/05/1988,28,16,22,0
15/05/1988,28.5,15.5,22,0
16/05/1988,29,15,22,0
17/05/1988,30.5,17,23.75,0
18/05/1988,30.5,18,24.25,0
19/05/1988,30,19.5,24.75,0
20/05/1988,31.5,17,24.25,0
21/05/1988,32.5,19,25.75,0
22/05/1988,31,17.5,24.25,0
23/05/1988,30.5,17,23.75,0
24/05/1988,31.5,17,24.25,0
25/05/1988,30,16,23,0
26/05/1988,28.5,13,20.75,0
27/05/1988,31,20,25.5,0
28/05/1988,32.5,20,26.25,0
29/05/1988,35,21,28,0
30/05/1988,29.5,21,25.25,0
31/05/1988,28.5,19.5,24,0
01/06/1988,27.5,14,20.75,0
02/06/1988,27.5,16,21.75,0
03/06/1988,29.5,14.5,22,0
04/06/1988,31,17,24,0
05/06/1988,32,18.5,25.25,0
06/06/1988,32.5,20,26.25,0
07/06/1988,32,18.5,25.25,0
08/06/1988,31.5,18,24.75,0
09/06/1988,32,16,24,0
10/06/1988,29.5,17,23.25,0
11/06/1988,27,15.5,21.25,0
12/06/1988,27,14,20.5,0
13/06/1988,28,15,21.5,0
14/06/1988,28,14,21,0
15/06/1988,30,13.5,21.75,0
16/06/1988,26.5,11.5,19,0
17/06/1988,21.5,12.5,17,0
18/06/1988,25,16,20.5,0
19/06/1988,26.5,14.5,20.5,0
20/06/1988,28,15,21.5,0
21/06/1988,31,15,23,0
22/06/1988,32.5,15.5,24,0
23/06/1988,29.5,17,23.25,0
24/06/1988,25,16.5,20.75,0
25/06/1988,25.5,15.5,20.5,0
26/06/1988,25.5,14.5,20,0
27/06/1988,27.5,14.5,21,0
28/06/1988,29.5,15.5,22.5,0
29/06/1988,28,17.5,22.75,0.5
30/06/1988,21,18.5,19.75,4
01/07/1988,21.5,16,18.75,0
02/07/1988,24,15,19.5,0
03/07/1988,26,13.5,19.75,0
04/07/1988,30,16,23,0
05/07/1988,30,17.5,23.75,0
06/07/1988,30,17,23.5,0
07/07/1988,28.5,12.5,20.5,0
08/07/1988,27.5,14.5,21,0
09/07/1988,28,11.5,19.75,0
10/07/1988,30,14,22,0
11/07/1988,29,13,21,0
12/07/1988,25.5,12,18.75,0
13/07/1988,26,14,20,0
14/07/1988,28,14,21,0
15/07/1988,27,12.5,19.75,0
16/07/1988,26.5,13.5,20,0
17/07/1988,26,14,20,0
18/07/1988,28,13,20.5,0
19/07/1988,30.5,13,21.75,0
20/07/1988,31.5,16.5,24,55
21/07/1988,31.5,16,23.75,0
22/07/1988,30.5,18.5,24.5,0
23/07/1988,28.5,16.5,22.5,0
24/07/1988,28,16,22,0
25/07/1988,28,15,21.5,0
26/07/1988,31,14,22.5,0
27/07/1988,28.5,16,22.25,0
28/07/1988,26,11,18.5,0
29/07/1988,25,10.5,17.75,0
30/07/1988,28.5,12.5,20.5,0
31/07/1988,30.5,16,23.25,0
01/08/1988,31,17,24,0
02/08/1988,31.5,17,24.25,0
03/08/1988,32,17.5,24.75,0
04/08/1988,31.5,15,23.25,0
05/08/1988,29.5,15.5,22.5,0
06/08/1988,29,13.5,21.25,0
07/08/1988,29.5,16,22.75,0
08/08/1988,32,14.5,23.25,0
09/08/1988,31,16,23.5,0
10/08/1988,29,14,21.5,0
11/08/1988,31.5,12.5,22,0
12/08/1988,27.5,17.5,22.5,0
13/08/1988,28.5,14,21.25,0
14/08/1988,29.5,17,23.25,0
15/08/1988,30,14,22,0
16/08/1988,29.5,14.5,22,0
17/08/1988,30.5,14,22.25,0
18/08/1988,30.5,17.5,24,0
19/08/1988,27,16.5,21.75,0
20/08/1988,27.5,16.5,22,0
21/08/1988,29.5,12.5,21,0
22/08/1988,29.5,16.5,23,0
23/08/1988,29.5,16.5,23,0
24/08/1988,28,19.5,23.75,0
25/08/1988,29.5,16,22.75,0
26/08/1988,31.5,19,25.25,0
27/08/1988,34.5,17,25.75,0
28/08/1988,35.5,21,28.25,0
29/08/1988,33.5,22,27.75,0
30/08/1988,36.5,22.5,29.5,0
31/08/1988,37,23.5,30.25,0
01/09/1988,37,26,31.5,0
02/09/1988,34.5,24.5,29.5,0
03/09/1988,31,22,26.5,0
