Date,MaxC,MinC,MeanC,Rain
09/10/1959,33.89,20,26.94,0
10/10/1959,33.33,22.78,28.06,0
11/10/1959,37.78,23.33,30.56,0
12/10/1959,39.44,26.11,32.78,0
13/10/1959,39.44,22.78,31.11,0
14/10/1959,38.89,24.44,31.67,0
15/10/1959,36.67,23.89,30.28,0
16/10/1959,37.78,22.78,30.28,0
17/10/1959,38.89,19.44,29.17,0
18/10/1959,40.56,18.89,29.72,0
19/10/1959,40,21.67,30.83,0
20/10/1959,35.56,23.89,29.72,0
21/10/1959,35,21.11,28.06,0
22/10/1959,35.56,19.44,27.5,0
23/10/1959,37.78,22.22,30,0
24/10/1959,37.22,22.22,29.72,0
25/10/1959,37.78,21.67,29.72,0
26/10/1959,37.78,22.78,30.28,0
27/10/1959,39.44,23.89,31.67,0
28/10/1959,38.89,25,31.94,0.76
29/10/1959,37.78,25.56,31.67,0
30/10/1959,40.56,23.33,31.94,0
31/10/1959,41.11,26.11,33.61,0
01/11/1959,41.67,26.11,33.89,1.27
02/11/1959,38.89,25.56,32.22,11.43
03/11/1959,23.33,21.11,22.22,0.76
04/11/1959,30,20.56,25.28,0
05/11/1959,33.89,15,24.44,0
06/11/1959,36.67,16.11,26.39,0
07/11/1959,36.11,18.89,27.5,0
08/11/1959,38.89,18.89,28.89,0
09/11/1959,40,21.67,30.83,0
10/11/1959,40,24.44,32.22,0
11/11/1959,38.89,26.11,32.5,0
12/11/1959,37.22,24.44,30.83,0
13/11/1959,38.33,24.44,31.39,0
14/11/1959,38.89,23.89,31.39,0
15/11/1959,40,25,32.5,0
16/11/1959,33.89,27.22,30.56,0
17/11/1959,27.78,20.56,24.17,4.57
18/11/1959,35.56,20,27.78,1.52
19/11/1959,32.78,23.89,28.33,0
20/11/1959,33.33,25,29.17,0
21/11/1959,28.33,22.22,25.28,0
22/11/1959,35,22.22,28.61,0
23/11/1959,35.56,19.44,27.5,0
24/11/1959,36.11,22.78,29.44,0
25/11/1959,38.33,20,29.17,0
26/11/1959,38.33,21.11,29.72,0
27/11/1959,39.44,20.56,30,0
28/11/1959,41.11,24.44,32.78,0
29/11/1959,40,20,30,0
30/11/1959,40.56,23.89,32.22,0
01/12/1959,40,23.33,31.67,0
02/12/1959,40.56,26.11,33.33,0
03/12/1959,38.33,27.22,32.78,0
04/12/1959,38.33,26.11,32.22,0
05/12/1959,39.44,25.56,32.5,3.3
06/12/1959,37.78,23.89,30.83,0
07/12/1959,37.22,22.78,30,0
08/12/1959,37.78,25,31.39,11.68
09/12/1959,36.11,20.56,28.33,0
10/12/1959,37.78,22.22,30,0
11/12/1959,37.78,21.67,29.72,0
12/12/1959,35.56,23.89,29.72,0
13/12/1959,33.33,23.33,28.33,0
14/12/1959,31.67,22.78,27.22,3.05
15/12/1959,33.33,22.78,28.06,12.45
16/12/1959,23.89,21.11,22.5,29.46
17/12/1959,30,18.89,24.44,1.52
18/12/1959,33.89,21.11,27.5,11.68
19/12/1959,30,20.56,25.28,16.76
20/12/1959,32.78,21.67,27.22,0
21/12/1959,35,22.78,28.89,0
22/12/1959,28.33,20.56,24.44,0
23/12/1959,32.78,21.67,27.22,16.51
24/12/1959,31.11,20.56,25.83,2.03
25/12/1959,34.44,21.11,27.78,3.3
26/12/1959,31.11,19.44,25.28,51.82
27/12/1959,33.89,20.56,27.22,17.02
28/12/1959,32.78,20,26.39,0
29/12/1959,28.89,21.11,25,0
30/12/1959,28.89,21.11,25,0
31/12/1959,29.44,21.11,25.28,5.84
01/01/1960,30,20.56,25.28,0
02/01/1960,31.67,21.11,26.39,0
03/01/1960,35,21.67,28.33,0
04/01/1960,35,22.78,28.89,34.29
05/01/1960,31.67,20,25.83,14.73
06/01/1960,29.44,19.44,24.44,10.92
07/01/1960,26.11,20,23.06,0
08/01/1960,27.78,17.78,22.78,0
09/01/1960,31.11,18.89,25,0
10/01/1960,31.67,17.78,24.72,0
11/01/1960,32.78,18.89,25.83,0
12/01/1960,34.44,20,27.22,0
13/01/1960,36.11,21.67,28.89,22.61
14/01/1960,32.22,22.22,27.22,0
15/01/1960,32.22,17.78,25,0
16/01/1960,32.22,20.56,26.39,0
17/01/1960,34.44,21.67,28.06,0
18/01/1960,35,23.33,29.17,0
19/01/1960,35.56,22.78,29.17,29.21
20/01/1960,36.67,21.11,28.89,22.86
21/01/1960,34.44,20.56,27.5,0
22/01/1960,32.22,21.11,26.67,3.56
23/01/1960,32.78,21.11,26.94,0
24/01/1960,33.89,21.67,27.78,0
25/01/1960,34.44,24.44,29.44,66.55
26/01/1960,32.22,20,26.11,0
27/01/1960,27.22,19.44,23.33,0
28/01/1960,30.56,20,25.28,0
29/01/1960,28.89,19.44,24.17,0
30/01/1960,32.22,20,26.11,0
31/01/1960,32.22,21.11,26.67,0
01/02/1960,34.44,21.11,27.78,0
02/02/1960,34.44,21.11,27.78,0
03/02/1960,34.44,20,27.22,0
04/02/1960,36.11,21.67,28.89,0
05/02/1960,35.56,22.22,28.89,0
06/02/1960,33.89,21.67,27.78,0
07/02/1960,35.56,21.11,28.33,8.89
08/02/1960,31.67,21.11,26.39,18.29
09/02/1960,30,21.11,25.56,0
10/02/1960,30.56,21.11,25.83,0
11/02/1960,28.89,21.11,25,7.11
12/02/1960,27.22,20,23.61,8.89
13/02/1960,26.67,21.11,23.89,2.54
14/02/1960,27.78,20.56,24.17,0
15/02/1960,28.89,20.56,24.72,0
16/02/1960,30.56,21.67,26.11,0
17/02/1960,33.89,20,26.94,0
18/02/1960,34.44,20.56,27.5,0
19/02/1960,34.44,21.11,27.78,0
20/02/1960,31.67,21.11,26.39,3.56
21/02/1960,31.67,20.56,26.11,0
22/02/1960,30.56,20,25.28,0
23/02/1960,32.78,20.56,26.67,0
24/02/1960,32.78,20.56,26.67,0
25/02/1960,33.89,20,26.94,0
26/02/1960,33.89,22.22,28.06,0
27/02/1960,33.89,22.22,28.06,0
28/02/1960,30,20.56,25.28,8.38
29/02/1960,27.22,18.89,23.06,0
01/03/1960,26.67,22.22,24.44,0
02/03/1960,30,18.89,24.44,0
03/03/1960,32.78,18.33,25.56,0
04/03/1960,33.33,19.44,26.39,0
05/03/1960,33.89,20,26.94,0
06/03/1960,33.33,18.33,25.83,0
07/03/1960,33.89,21.11,27.5,0
08/03/1960,34.44,20,27.22,0
09/03/1960,32.78,20,26.39,0
10/03/1960,32.78,21.67,27.22,0
11/03/1960,34.44,21.67,28.06,1.78
12/03/1960,31.11,21.67,26.39,1.52
13/03/1960,25.56,21.11,23.33,10.16
14/03/1960,31.11,20.56,25.83,0
15/03/1960,33.33,21.67,27.5,0
16/03/1960,31.67,21.11,26.39,15.24
17/03/1960,31.11,20,25.56,0
18/03/1960,35.56,20,27.78,8.89
19/03/1960,31.67,20.56,26.11,7.37
20/03/1960,31.11,20,25.56,0
21/03/1960,32.22,21.67,26.94,0
22/03/1960,32.22,20.56,26.39,0
23/03/1960,31.67,20.56,26.11,0
24/03/1960,31.67,17.78,24.72,0
25/03/1960,32.22,17.78,25,0
26/03/1960,31.11,17.22,24.17,0
27/03/1960,32.78,15,23.89,0
28/03/1960,31.67,18.89,25.28,0
29/03/1960,31.11,17.78,24.44,0
30/03/1960,32.22,18.89,25.56,0
31/03/1960,31.67,15,23.33,0
01/04/1960,33.33,20.56,26.94,0
02/04/1960,33.89,18.89,26.39,0
03/04/1960,33.33,17.78,25.56,0
04/04/1960,34.44,20,27.22,0
05/04/1960,33.33,20.56,26.94,0
06/04/1960,32.78,17.78,25.28,0
07/04/1960,35,16.67,25.83,0
08/04/1960,34.44,18.33,26.39,0
09/04/1960,33.33,17.22,25.28,0
10/04/1960,32.22,17.78,25,0
11/04/1960,32.22,18.89,25.56,0
12/04/1960,30,18.89,24.44,0
13/04/1960,30,15.56,22.78,0
14/04/1960,31.67,16.67,24.17,0
15/04/1960,32.22,20.56,26.39,0
16/04/1960,31.11,18.89,25,0
17/04/1960,31.11,18.33,24.72,0
18/04/1960,31.11,18.33,24.72,0
19/04/1960,31.11,19.44,25.28,0
20/04/1960,32.78,19.44,26.11,0
21/04/1960,34.44,17.78,26.11,0
22/04/1960,35.56,20,27.78,0
23/04/1960,36.11,17.22,26.67,0
24/04/1960,26.67,18.89,22.78,0
25/04/1960,25,21.67,23.33,8.13
26/04/1960,26.11,18.89,22.5,0
27/04/1960,26.11,19.44,22.78,0
28/04/1960,30,15.56,22.78,0
29/04/1960,31.11,15,23.06,0
30/04/1960,26.67,16.67,21.67,0
01/05/1960,29.44,18.33,23.89,0
02/05/1960,28.33,17.78,23.06,0
03/05/1960,29.44,18.33,23.89,0
04/05/1960,28.89,13.89,21.39,0
05/05/1960,30,13.33,21.67,0
06/05/1960,30.56,15,22.78,0
07/05/1960,32.22,15,23.61,0
08/05/1960,34.44,19.44,26.94,0
09/05/1960,33.89,18.89,26.39,0
10/05/1960,32.78,18.89,25.83,12.45
11/05/1960,30,19.44,24.72,0.51
12/05/1960,33.33,18.33,25.83,0
13/05/1960,33.33,17.78,25.56,0
14/05/1960,35,20.56,27.78,0
15/05/1960,27.22,16.11,21.67,0
16/05/1960,28.33,8.33,18.33,0
17/05/1960,28.89,11.11,20,0
18/05/1960,28.89,11.11,20,0
19/05/1960,29.44,13.89,21.67,0
20/05/1960,28.33,10.56,19.44,0
21/05/1960,27.78,12.78,20.28,0
22/05/1960,28.89,11.11,20,0
23/05/1960,31.67,11.67,21.67,0
24/05/1960,32.78,12.22,22.5,0
25/05/1960,33.89,11.11,22.5,0
26/05/1960,26.67,12.78,19.72,0
27/05/1960,27.22,12.22,19.72,0
28/05/1960,26.67,13.89,20.28,0
29/05/1960,26.11,10,18.06,0
30/05/1960,26.11,11.67,18.89,0
31/05/1960,28.33,12.22,20.28,0
01/06/1960,27.22,11.11,19.17,0
02/06/1960,27.22,10.56,18.89,0
03/06/1960,25.56,14.44,20,0
04/06/1960,25,13.33,19.17,0
05/06/1960,27.22,12.78,20,0
06/06/1960,28.33,10.56,19.44,0
07/06/1960,30.56,12.22,21.39,0
08/06/1960,30.56,14.44,22.5,0
09/06/1960,30,16.11,23.06,0
10/06/1960,25.56,17.22,21.39,0
11/06/1960,27.22,17.22,22.22,0
12/06/1960,27.22,11.67,19.44,0
13/06/1960,27.22,10.56,18.89,0
14/06/1960,26.67,10,18.33,0
15/06/1960,25.56,10,17.78,0
16/06/1960,26.11,13.89,20,0
17/06/1960,25.56,12.78,19.17,0
18/06/1960,25,14.44,19.72,0
19/06/1960,28.33,15,21.67,0
20/06/1960,30,15.83,22.92,0
21/06/1960,30.56,16.67,23.61,0
22/06/1960,30.56,17.78,24.17,0
23/06/1960,28.89,18.89,23.89,0
24/06/1960,27.78,18.89,23.33,0
25/06/1960,29.44,13.33,21.39,0
26/06/1960,27.78,15.56,21.67,0
27/06/1960,28.33,16.11,22.22,0
28/06/1960,26.67,12.22,19.44,0
29/06/1960,27.22,14.44,20.83,0
30/06/1960,28.33,17.78,23.06,0
01/07/1960,26.67,18.33,22.5,0
02/07/1960,25.56,11.67,18.61,0
03/07/1960,25.56,7.78,16.67,0
04/07/1960,25.56,7.22,16.39,0
05/07/1960,25.56,8.33,16.94,0
06/07/1960,23.33,12.22,17.78,0
07/07/1960,26.11,13.89,20,0
08/07/1960,27.78,9.44,18.61,0
09/07/1960,26.67,11.67,19.17,0
10/07/1960,26.11,13.33,19.72,0
11/07/1960,26.11,8.89,17.5,0
12/07/1960,26.11,10.56,18.33,0
13/07/1960,25,12.78,18.89,0
14/07/1960,28.33,14.44,21.39,0
15/07/1960,30.56,15,22.78,0
16/07/1960,31.67,13.89,22.78,0
17/07/1960,32.22,15,23.61,0
18/07/1960,32.22,16.11,24.17,0
19/07/1960,32.78,12.22,22.5,0
20/07/1960,28.33,12.22,20.28,0
21/07/1960,24.44,12.22,18.33,0
22/07/1960,24.44,10.56,17.5,0
23/07/1960,25.56,10,17.78,0
24/07/1960,25.56,10.56,18.06,0
25/07/1960,25.56,11.67,18.61,0
26/07/1960,26.11,8.89,17.5,0
27/07/1960,25.56,12.22,18.89,0
28/07/1960,27.22,11.11,19.17,0
29/07/1960,26.67,10.56,18.61,0
30/07/1960,27.78,10.56,19.17,0
31/07/1960,30,12.78,21.39,0
01/08/1960,30.56,11.67,21.11,0
02/08/1960,30,13.33,21.67,0
03/08/1960,30.56,12.22,21.39,0
04/08/1960,30,12.78,21.39,0
05/08/1960,28.89,13.89,21.39,0
06/08/1960,30,12.78,21.39,0
07/08/1960,31.67,12.22,21.94,0
08/08/1960,32.78,11.67,22.22,0
09/08/1960,31.11,13.33,22.22,0
10/08/1960,30,12.22,21.11,0
11/08/1960,30,11.67,20.83,0
12/08/1960,30,12.22,21.11,0
13/08/1960,29.44,13.33,21.39,0
14/08/1960,31.11,13.89,22.5,0
15/08/1960,32.78,15.56,24.17,0
16/08/1960,32.22,19.44,25.83,0
17/08/1960,31.67,16.11,23.89,0
18/08/1960,31.67,20,25.83,0
19/08/1960,29.44,18.33,23.89,0
20/08/1960,31.67,11.67,21.67,0
21/08/1960,35.56,12.78,24.17,0
22/08/1960,34.44,15.56,25,0
23/08/1960,28.89,19.44,24.17,0
24/08/1960,28.89,16.67,22.78,0
25/08/1960,30.56,11.11,20.83,0
26/08/1960,31.67,12.78,22.22,0
27/08/1960,33.89,13.89,23.89,0
28/08/1960,35,13.33,24.17,0
29/08/1960,33.89,17.22,25.56,0
30/08/1960,32.22,18.33,25.28,0
31/08/1960,34.44,16.67,25.56,0
01/09/1960,32.22,20.56,26.39,0
02/09/1960,33.33,15.56,24.44,0
03/09/1960,35.56,16.67,26.11,0
04/09/1960,37.78,14.44,26.11,0
05/09/1960,36.67,13.89,25.28,0
06/09/1960,33.89,18.33,26.11,0
07/09/1960,32.78,20.56,26.67,0
08/09/1960,36.11,17.22,26.67,0
09/09/1960,30,18.33,24.17,0
10/09/1960,32.22,17.22,24.72,0
11/09/1960,32.78,14.44,23.61,0
12/09/1960,33.89,20.56,27.22,0
13/09/1960,32.22,21.11,26.67,0
14/09/1960,33.89,19.44,26.67,0
15/09/1960,31.67,21.11,26.39,0
16/09/1960,30.56,20,25.28,0
17/09/1960,32.22,20.56,26.39,0
18/09/1960,32.22,20.56,26.39,0
19/09/1960,32.78,21.67,27.22,0
20/09/1960,33.33,18.89,26.11,0
21/09/1960,35.56,17.22,26.39,0
22/09/1960,37.22,18.89,28.06,0
23/09/1960,32.78,23.89,28.33,0
24/09/1960,31.67,22.22,26.94,0
25/09/1960,32.78,18.89,25.83,0
26/09/1960,34.44,16.67,25.56,0
27/09/1960,35.56,16.11,25.83,0
28/09/1960,36.11,16.67,26.39,0
29/09/1960,37.78,16.67,27.22,0
30/09/1960,39.44,18.33,28.89,0
01/10/1960,32.22,25,28.61,0
02/10/1960,32.78,20,26.39,0
03/10/1960,35.56,17.78,26.67,0
04/10/1960,38.33,15,26.67,0
05/10/1960,37.78,16.11,26.94,0
06/10/1960,34.44,22.78,28.61,0
07/10/1960,36.67,21.67,29.17,0
08/10/1960,38.89,20,29.44,0
09/10/1960,40,17.22,28.61,0
10/10/1960,40,21.11,30.56,0
11/10/1960,39.44,25,32.22,0
12/10/1960,35.56,26.67,31.11,0
13/10/1960,38.33,24.44,31.39,0.76
14/10/1960,35.56,21.67,28.61,0.51
15/10/1960,34.44,23.33,28.89,0
16/10/1960,34.44,22.78,28.61,0
17/10/1960,36.11,24.44,30.28,0
18/10/1960,36.67,23.33,30,0
19/10/1960,37.22,21.67,29.44,0
20/10/1960,37.22,22.22,29.72,0
21/10/1960,36.67,22.22,29.44,0
22/10/1960,38.33,21.11,29.72,0
23/10/1960,40,25.56,32.78,0
24/10/1960,40,25.56,32.78,0
25/10/1960,38.33,23.33,30.83,0
26/10/1960,40,24.44,32.22,0
27/10/1960,40,22.22,31.11,0
28/10/1960,37.78,21.67,29.72,0
29/10/1960,37.78,21.67,29.72,0
30/10/1960,35,21.67,28.33,0
31/10/1960,36.67,25,30.83,0
01/11/1960,37.78,23.89,30.83,0
02/11/1960,38.06,21.67,29.86,0
03/11/1960,38.33,21.67,30,0
04/11/1960,37.22,21.67,29.44,0
05/11/1960,37.78,23.33,30.56,0
06/11/1960,35.56,22.78,29.17,0
07/11/1960,37.22,22.78,30,0
08/11/1960,35,23.89,29.44,0
09/11/1960,37.22,24.44,30.83,0
10/11/1960,37.22,23.89,30.56,0
11/11/1960,28.33,25,26.67,0
12/11/1960,31.11,22.78,26.94,0.76
13/11/1960,37.22,22.78,30,1.02
14/11/1960,35.56,23.33,29.44,2.03
15/11/1960,27.78,22.22,25,18.03
16/11/1960,35.56,22.78,29.17,0
17/11/1960,35.56,21.67,28.61,0
18/11/1960,36.11,21.11,28.61,0
19/11/1960,35.56,21.67,28.61,0
20/11/1960,37.22,21.67,29.44,0
21/11/1960,35.56,24.44,30,0
22/11/1960,36.67,24.44,30.56,11.43
23/11/1960,24.44,21.67,23.06,8.64
24/11/1960,25,21.67,23.33,0
25/11/1960,31.67,20.56,26.11,10.16
26/11/1960,28.33,21.11,24.72,0
27/11/1960,33.89,21.11,27.5,0
28/11/1960,37.22,21.11,29.17,0
29/11/1960,37.22,22.22,29.72,0
30/11/1960,38.33,21.11,29.72,0
01/12/1960,40.56,22.78,31.67,0
02/12/1960,41.11,22.78,31.94,3.05
03/12/1960,40,23.89,31.94,5.33
04/12/1960,32.22,21.11,26.67,0
05/12/1960,37.22,22.22,29.72,0
06/12/1960,38.33,22.22,30.28,0
07/12/1960,41.11,22.22,31.67,9.91
08/12/1960,31.11,21.11,26.11,0
09/12/1960,36.67,21.11,28.89,0
10/12/1960,37.22,22.22,29.72,0
11/12/1960,36.11,23.33,29.72,11.94
12/12/1960,31.11,22.22,26.67,0
13/12/1960,33.89,21.11,27.5,0
14/12/1960,33.89,22.78,28.33,0
15/12/1960,35.56,23.89,29.72,0
16/12/1960,35,22.78,28.89,0
17/12/1960,37.22,22.22,29.72,0
18/12/1960,36.11,22.78,29.44,0
19/12/1960,36.67,22.78,29.72,7.87
20/12/1960,30.56,20.56,25.56,10.67
21/12/1960,33.89,20.56,27.22,2.29
22/12/1960,28.89,22.22,25.56,0.25
23/12/1960,32.78,21.11,26.94,53.09
24/12/1960,29.44,20,24.72,2.03
25/12/1960,33.89,20.56,27.22,0
26/12/1960,31.67,22.78,27.22,0
27/12/1960,33.33,21.67,27.5,4.06
28/12/1960,34.44,21.11,27.78,1.52
29/12/1960,31.11,21.67,26.39,4.06
30/12/1960,26.11,20,23.06,32.51
31/12/1960,28.89,21.11,25,14.22
01/01/1961,23.33,19.44,21.39,8.13
02/01/1961,27.78,19.44,23.61,4.83
03/01/1961,30.56,19.44,25,0
04/01/1961,35,20,27.5,0
05/01/1961,33.89,21.11,27.5,0
06/01/1961,35,22.22,28.61,0
07/01/1961,33.33,21.67,27.5,0
08/01/1961,32.78,22.78,27.78,1.27
09/01/1961,32.78,20,26.39,0.25
10/01/1961,35,21.67,28.33,0
11/01/1961,33.89,21.67,27.78,0
12/01/1961,33.89,21.11,27.5,1.27
13/01/1961,33.33,20.56,26.94,0
14/01/1961,34.44,21.11,27.78,0
15/01/1961,27.78,23.33,25.56,29.46
16/01/1961,29.44,20.56,25,24.13
17/01/1961,27.22,20,23.61,28.96
18/01/1961,27.22,20,23.61,4.06
19/01/1961,28.89,19.44,24.17,0
20/01/1961,33.33,21.11,27.22,0
21/01/1961,29.44,20.56,25,9.65
22/01/1961,30.56,21.11,25.83,0
23/01/1961,28.33,22.22,25.28,0
24/01/1961,31.11,21.11,26.11,2.79
25/01/1961,30,21.11,25.56,0
26/01/1961,31.11,21.11,26.11,0
27/01/1961,26.11,22.22,24.17,23.88
28/01/1961,33.33,21.67,27.5,0.51
29/01/1961,33.33,20.56,26.94,0
30/01/1961,31.67,22.22,26.94,2.29
31/01/1961,31.11,22.22,26.67,0
01/02/1961,31.11,21.11,26.11,20.32
02/02/1961,31.67,20,25.83,0
03/02/1961,32.78,21.67,27.22,0
04/02/1961,32.78,20.56,26.67,0
05/02/1961,30.56,21.11,25.83,27.69
06/02/1961,29.44,20.56,25,0
07/02/1961,31.11,21.11,26.11,0
08/02/1961,33.33,20.56,26.94,0
09/02/1961,33.33,21.11,27.22,0.51
10/02/1961,31.67,21.11,26.39,9.4
11/02/1961,31.67,20.56,26.11,6.35
12/02/1961,26.67,20.56,23.61,1.02
13/02/1961,31.67,20,25.83,0
14/02/1961,33.33,21.11,27.22,15.49
15/02/1961,27.78,21.11,24.44,21.34
16/02/1961,27.22,20,23.61,23.11
17/02/1961,27.78,19.44,23.61,0.25
18/02/1961,29.44,20,24.72,0
19/02/1961,31.67,19.44,25.56,0
20/02/1961,31.67,21.11,26.39,0
21/02/1961,32.78,20.56,26.67,0
22/02/1961,33.89,21.67,27.78,0
23/02/1961,33.89,21.67,27.78,0
24/02/1961,32.78,22.78,27.78,0.76
25/02/1961,31.67,21.11,26.39,6.1
26/02/1961,33.89,20,26.94,0
27/02/1961,32.78,20,26.39,0
28/02/1961,33.33,21.11,27.22,0
01/03/1961,33.33,21.67,27.5,12.45
02/03/1961,33.89,16.11,25,0
03/03/1961,33.33,20.56,26.94,0
04/03/1961,32.78,17.78,25.28,0
05/03/1961,32.22,21.11,26.67,9.14
06/03/1961,32.22,20.56,26.39,84.84
07/03/1961,26.67,19.44,23.06,12.95
08/03/1961,30.56,19.44,25,22.61
09/03/1961,30.56,19.44,25,0
10/03/1961,30.56,21.11,25.83,0
11/03/1961,29.44,21.67,25.56,0
12/03/1961,29.44,21.67,25.56,0
13/03/1961,31.11,21.67,26.39,0
14/03/1961,32.78,20,26.39,7.87
15/03/1961,30.56,20.56,25.56,8.89
16/03/1961,30,21.11,25.56,0
17/03/1961,31.67,20.56,26.11,26.42
18/03/1961,31.11,21.11,26.11,0
19/03/1961,30.56,21.67,26.11,0
20/03/1961,31.67,20.56,26.11,11.18
21/03/1961,30.56,19.44,25,6.1
22/03/1961,32.78,21.67,27.22,0
23/03/1961,33.89,20.56,27.22,0
24/03/1961,35,21.11,28.06,22.35
25/03/1961,31.67,22.78,27.22,0
26/03/1961,30.56,20,25.28,29.97
27/03/1961,31.67,20,25.83,0
28/03/1961,31.67,21.11,26.39,0
29/03/1961,31.11,21.67,26.39,0
30/03/1961,31.67,20.56,26.11,0
31/03/1961,31.67,21.11,26.39,0
01/04/1961,33.33,21.67,27.5,0
02/04/1961,32.78,21.67,27.22,2.29
03/04/1961,31.67,21.67,26.67,0
04/04/1961,31.11,22.78,26.94,0
05/04/1961,32.78,21.67,27.22,0
06/04/1961,33.89,22.22,28.06,0
07/04/1961,31.67,22.22,26.94,14.73
08/04/1961,31.67,19.44,25.56,0
09/04/1961,32.78,21.11,26.94,0
10/04/1961,30.56,20.56,25.56,0
11/04/1961,33.33,18.89,26.11,0
12/04/1961,34.44,21.67,28.06,0
13/04/1961,33.33,21.67,27.5,0
14/04/1961,34.44,21.67,28.06,0
15/04/1961,33.33,22.78,28.06,5.33
16/04/1961,35.56,23.33,29.44,1.78
17/04/1961,33.89,21.11,27.5,0.76
18/04/1961,31.67,22.22,26.94,0
19/04/1961,31.67,20,25.83,0
20/04/1961,28.89,18.89,23.89,0
21/04/1961,30.56,17.78,24.17,0
22/04/1961,30.56,18.33,24.44,0
23/04/1961,30.56,17.78,24.17,0
24/04/1961,31.11,16.67,23.89,0
25/04/1961,30,15,22.5,0
26/04/1961,30,16.11,23.06,0
27/04/1961,31.11,17.78,24.44,0
28/04/1961,29.44,18.33,23.89,0
29/04/1961,30.56,17.78,24.17,0
30/04/1961,30,17.78,23.89,0
01/05/1961,30.56,16.67,23.61,0
02/05/1961,31.67,16.11,23.89,0
03/05/1961,33.33,16.67,25,0
04/05/1961,33.33,16.67,25,0
05/05/1961,31.67,18.89,25.28,0
06/05/1961,30,17.22,23.61,0
07/05/1961,31.11,17.22,24.17,0
08/05/1961,31.11,18.89,25,0
09/05/1961,30.56,19.44,25,0
10/05/1961,31.11,15.56,23.33,0
11/05/1961,32.78,16.11,24.44,0
12/05/1961,34.44,18.33,26.39,0
13/05/1961,34.44,20,27.22,0
14/05/1961,31.67,20,25.83,0
15/05/1961,30,20,25,0
16/05/1961,30.56,19.44,25,0
17/05/1961,32.22,18.89,25.56,0
18/05/1961,32.78,18.89,25.83,0
19/05/1961,33.89,17.78,25.83,0
20/05/1961,33.89,18.33,26.11,0
21/05/1961,34.44,18.89,26.67,0
22/05/1961,34.44,19.44,26.94,0
23/05/1961,35,18.89,26.94,0
24/05/1961,35,18.33,26.67,0
25/05/1961,30.56,17.78,24.17,0
26/05/1961,31.67,18.89,25.28,0
27/05/1961,31.67,17.22,24.44,0
28/05/1961,31.67,16.11,23.89,0
29/05/1961,31.11,15,23.06,0
30/05/1961,29.44,14.44,21.94,0
31/05/1961,28.33,13.33,20.83,0
01/06/1961,28.33,12.22,20.28,0
02/06/1961,27.78,13.89,20.83,0
03/06/1961,29.44,13.33,21.39,0
04/06/1961,30.56,16.11,23.33,0
05/06/1961,31.11,16.11,23.61,0
06/06/1961,31.11,14.44,22.78,0
07/06/1961,28.89,14.44,21.67,0
08/06/1961,27.78,15.56,21.67,0
09/06/1961,27.22,14.44,20.83,0
10/06/1961,30.56,15,22.78,0
11/06/1961,32.78,16.67,24.72,0
12/06/1961,30.56,15.56,23.06,0
13/06/1961,29.44,13.89,21.67,0
14/06/1961,27.22,11.11,19.17,0
15/06/1961,26.67,13.33,20,0
16/06/1961,28.33,12.78,20.56,0
17/06/1961,30,14.44,22.22,0
18/06/1961,28.89,12.78,20.83,0
19/06/1961,27.78,15,21.39,2.79
20/06/1961,26.67,16.11,21.39,0
21/06/1961,26.11,14.44,20.28,0
22/06/1961,28.89,14.44,21.67,0
23/06/1961,29.44,13.33,21.39,0
24/06/1961,30,13.89,21.94,0
25/06/1961,27.78,13.89,20.83,0
26/06/1961,28.33,15.56,21.94,0
27/06/1961,27.78,14.44,21.11,0
28/06/1961,28.33,14.44,21.39,0
29/06/1961,29.44,14.44,21.94,0
30/06/1961,28.89,16.11,22.5,0
01/07/1961,27.78,14.44,21.11,0
02/07/1961,27.22,14.44,20.83,0
03/07/1961,27.22,13.33,20.28,0
04/07/1961,28.89,12.78,20.83,0
05/07/1961,28.89,15.56,22.22,0
06/07/1961,27.22,12.22,19.72,0
07/07/1961,26.11,15.56,20.83,0
08/07/1961,25.56,10,17.78,0
09/07/1961,25.56,9.44,17.5,0
10/07/1961,27.78,9.44,18.61,0
11/07/1961,27.78,11.67,19.72,0
12/07/1961,27.22,10.56,18.89,0
13/07/1961,27.22,11.11,19.17,0
14/07/1961,27.78,10.56,19.17,0
15/07/1961,28.89,10.56,19.72,0
16/07/1961,28.89,9.44,19.17,0
17/07/1961,26.11,13.89,20,0
18/07/1961,27.78,15.56,21.67,0
19/07/1961,28.33,14.44,21.39,0
20/07/1961,27.22,16.11,21.67,0
21/07/1961,27.22,10.56,18.89,0
22/07/1961,27.78,10.56,19.17,0
23/07/1961,27.78,11.11,19.44,0
24/07/1961,29.44,13.33,21.39,0
25/07/1961,29.44,13.89,21.67,0
26/07/1961,29.44,13.33,21.39,0
27/07/1961,29.44,16.11,22.78,0
28/07/1961,30,20.56,25.28,0
29/07/1961,29.44,18.89,24.17,0
30/07/1961,28.89,12.78,20.83,0
31/07/1961,28.89,12.22,20.56,0
01/08/1961,29.44,12.22,20.83,0
02/08/1961,31.67,11.67,21.67,0
03/08/1961,33.33,13.33,23.33,0
04/08/1961,34.44,17.78,26.11,0
05/08/1961,35,15,25,0
06/08/1961,31.67,12.78,22.22,0
07/08/1961,26.11,16.11,21.11,0
08/08/1961,26.67,13.89,20.28,0
09/08/1961,24.44,13.33,18.89,0
10/08/1961,26.11,12.22,19.17,0
11/08/1961,26.11,13.33,19.72,0
